ERR1110319_Contig_65126_40.616:1.2525	ERR1121418_Contig_39402_13.0406:1.11432	96.677	632	21	0	2524	629	2524	629	0.0	1404
ERR1110319_Contig_47756_27.9338:1.1560	ERR1136699_Contig_61859_6.85691:1.1900	100.000	519	0	0	3	1559	343	1899	0.0	1119
ERR1110319_Contig_39282_9.61389:1.1517	ERR1136607_Contig_52147_6.08286:1.1601	99.127	458	4	0	1516	143	1374	1	0.0	1081
ERR1110319_Contig_80507_46.5903:1.2334	ERR1121418_Contig_46118_15.2333:1.6052	80.077	778	155	0	1	2334	5793	3460	0.0	1496
ERR1110319_Contig_35504_9.57181:1.1510	ERR1136607_Contig_16164_6.15108:1.2297	99.006	503	5	0	1510	2	1538	30	0.0	1197
ERR1110319_Contig_68949_45.6135:1.2364	ERR1121418_Contig_4968_13.6537:1.5181	95.044	787	39	0	2	2362	2363	3	0.0	1749
ERR1110319_Contig_32342_46.7185:1.3565	ERR1121418_Contig_20012_14.0133:1.1523	90.497	463	44	0	2	1390	2	1390	0.0	1029
ERR1110319_Contig_10184_47.1095:1.3801	ERR1121418_Contig_51615_14.0018:1.4006	74.230	877	226	0	3215	585	2633	3	0.0	1440
ERR1110319_Contig_80872_9.77622:1.3233	ERR1136607_Contig_33851_5.41489:1.1565	94.818	521	27	0	863	2425	1563	1	0.0	1034
ERR1110319_Contig_71192_9.65527:1.2213	ERR1136699_Contig_58519_12.6717:1.1744	99.288	562	4	0	2155	470	1686	1	0.0	1343
ERR1110319_Contig_71192_9.65527:1.2213	ERR1136607_Contig_30490_5.85734:1.1443	98.571	420	6	0	2	1261	183	1442	0.0	1019
ERR1110319_Contig_73428_42.7029:1.2743	ERR1121418_Contig_16888_12.0298:1.2707	91.228	570	50	0	1032	2741	2707	998	0.0	1268
ERR1110319_Contig_9369_10.9604:1.1914	ERR1121433_Contig_36052_14.0194:1.3318	96.568	437	15	0	1913	603	1312	2	0.0	1016
ERR1110319_Contig_48854_9.17173:1.3805	ERR1136607_Contig_53035_5.44715:1.1742	99.655	580	2	0	1872	133	1742	3	0.0	1426
ERR1121393_Contig_5763_22.6461:1.2679	ERR1121433_Contig_3035_7.28256:1.1425	100.000	474	0	0	1565	144	1424	3	0.0	1131
ERR1121393_Contig_25184_16.8556:1.1537	ERR1136613_Contig_58417_5.17371:1.1488	100.000	479	0	0	62	1498	52	1488	0.0	1087
ERR1121393_Contig_25933_10.4092:1.3297	ERR1121433_Contig_20787_19.3725:1.1596	99.805	514	1	0	2699	1158	55	1596	0.0	1227
ERR1121393_Contig_21140_14.5676:1.4964	ERR1121418_Contig_26238_13.0332:1.1799	98.899	454	5	0	3333	4694	438	1799	0.0	1136
ERR1121393_Contig_7091_23.8585:1.2147	ERR1121418_Contig_6002_25.5673:1.1610	99.250	533	4	0	2146	548	1600	2	0.0	1280
ERR1121393_Contig_49036_16.1847:1.1910	ERR1136610_Contig_48804_4.90239:1.1485	100.000	494	0	0	1484	3	1485	4	0.0	1067
ERR1121393_Contig_13937_12.157:1.1415	ERR1121433_Contig_49185_22.3861:1.1416	100.000	471	0	0	3	1415	4	1416	0.0	1125
